Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Actual (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Volt (V),Oil Temp (F),RPM (RPM),Req Torque (Nm),TGV Map Ratio (mult),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.1-17011][2015 USDM WRX MT (PR3) COBB Custom Features Gen2][Reflash: JasonBeirbrauer_2015WRX_TGV_EGR_stg2_EBCS_v8.ptm - Realtime: JasonBeirbrauer_2015WRX_TGV_EGR_stg2_EBCS_v8.ptm]
2.334,6.25,0.00,13.15,24,47.8,14.36,2.37,12.48,1.37,on,12.50,194,1.000,0.0,0.00,0.00,1958,1,5.50,5.76,90,104,2.64,203,2267,225.71,1.000,60.6,3.14,0
2.354,6.25,0.00,13.03,24,47.8,14.36,2.38,12.48,1.37,on,12.46,194,1.000,0.0,0.00,0.00,1945,1,5.50,5.76,90,104,2.64,203,2278,227.07,1.000,60.6,3.14,0
2.368,6.25,0.00,12.86,24,49.0,14.36,2.60,12.45,1.40,on,12.46,194,1.000,0.0,0.00,0.00,1903,1,5.50,6.36,90,104,2.68,203,2317,233.65,1.000,61.4,3.92,0
2.384,6.25,0.00,12.77,24,49.8,14.36,2.59,12.40,1.40,on,12.42,194,1.000,0.0,0.00,0.00,1899,1,5.50,6.36,90,104,2.68,203,2321,236.65,1.000,61.4,3.92,0
2.409,6.25,0.00,12.64,24,52.9,14.36,2.76,12.40,1.41,on,12.38,194,1.000,0.0,0.00,0.00,1904,1,5.00,6.46,90,104,2.74,203,2343,242.65,1.000,64.6,5.10,0
2.422,6.25,0.00,12.44,24,56.9,14.36,2.81,12.31,1.44,on,12.38,194,1.000,0.0,0.00,0.00,1964,1,5.00,6.46,90,104,2.74,203,2356,248.65,1.000,64.6,5.10,0
2.449,5.47,0.00,12.50,24,60.0,14.36,2.89,12.31,1.46,on,12.26,194,1.000,0.0,0.00,0.00,1838,1,4.50,7.10,90,102,2.82,203,2385,251.65,1.000,68.9,7.06,0
2.455,5.47,0.00,12.58,24,62.0,14.36,3.30,12.31,1.46,on,12.26,194,1.000,0.0,0.00,0.00,1861,1,4.50,7.10,90,102,2.82,203,2398,257.65,1.000,68.9,7.06,0
2.470,5.47,0.00,12.35,24,65.5,14.36,3.19,12.19,1.49,on,12.26,194,1.000,0.0,0.00,0.00,1903,1,4.50,7.10,90,102,2.82,203,2415,263.65,1.000,68.9,7.06,0
2.490,5.47,0.00,12.17,25,67.5,14.36,3.20,12.19,1.49,on,12.14,194,1.000,0.0,0.00,0.00,1874,1,5.00,7.21,90,102,2.90,203,2436,266.65,1.000,72.4,9.02,0
2.514,5.47,0.00,12.10,25,73.7,14.36,3.73,12.14,1.50,on,12.10,194,1.000,0.0,0.00,0.00,1931,1,5.00,7.99,90,102,2.84,203,2496,275.65,1.000,79.1,10.59,0
2.533,5.47,0.00,12.10,25,75.7,14.36,3.64,12.00,1.51,on,12.10,194,1.000,0.0,0.00,0.00,2008,1,5.00,7.99,90,102,2.84,203,2521,278.65,1.000,79.1,10.59,0
2.558,5.47,0.00,11.86,25,80.8,14.36,3.65,12.00,1.53,on,11.98,194,1.000,0.0,0.00,0.00,1865,1,5.00,7.99,90,102,2.84,203,2577,287.65,1.000,79.1,10.59,0
2.571,3.91,0.00,11.86,25,83.1,14.36,4.16,11.94,1.54,on,11.91,194,1.000,0.0,0.00,0.00,1967,1,4.50,8.25,90,102,2.82,203,2627,293.65,1.000,94.9,11.76,0
2.601,3.91,0.00,11.54,24,84.3,14.36,4.24,11.78,1.56,on,11.76,194,1.000,0.0,0.00,0.00,1903,1,4.50,7.96,90,102,3.04,203,2667,299.65,1.000,100.0,17.65,0
2.616,3.91,0.00,11.67,24,84.7,14.36,4.12,11.72,1.56,on,11.69,194,1.000,0.0,0.00,0.00,2017,1,4.50,7.96,90,102,3.04,203,2695,305.65,1.000,100.0,17.65,0
2.633,3.91,0.00,11.79,24,84.7,14.36,4.23,11.66,1.56,on,11.69,194,1.000,0.0,0.00,0.00,1896,1,4.50,7.96,90,102,3.04,203,2725,308.65,1.000,100.0,17.65,0
2.646,4.69,0.00,11.74,25,84.3,14.36,4.46,11.66,1.58,on,11.61,194,1.000,0.0,0.00,0.00,1913,1,4.50,9.38,90,102,2.98,203,2783,314.65,1.000,100.0,27.84,0
2.669,4.69,0.00,11.75,25,84.3,14.36,4.68,11.60,1.60,on,11.58,194,1.000,0.0,0.00,0.00,1987,1,4.50,9.38,90,102,2.98,203,2839,320.65,1.000,100.0,27.84,0
2.682,4.69,0.00,11.75,25,84.3,14.36,4.84,11.53,1.64,on,11.51,194,1.000,0.0,0.00,0.00,1988,1,4.50,9.38,90,102,2.98,203,2866,323.65,1.000,100.0,27.84,0
2.695,6.25,0.78,11.79,25,84.3,14.36,5.14,11.51,1.68,on,11.47,194,1.000,0.0,0.00,0.00,1851,1,4.50,10.39,90,102,3.08,203,2917,329.65,1.000,100.0,38.04,0
2.713,6.25,0.78,11.71,25,84.3,14.36,5.29,11.49,1.73,on,11.47,194,1.000,0.0,0.00,0.00,1786,1,4.50,10.39,90,102,3.08,203,2960,332.65,1.000,100.0,38.04,0
2.726,7.03,1.56,11.68,24,84.3,14.36,5.59,11.47,1.77,on,11.47,196,1.000,0.0,0.00,0.00,1937,1,4.50,11.37,90,102,3.20,203,2995,338.65,1.000,100.0,48.63,0
2.740,7.03,1.56,11.61,24,84.3,14.36,5.95,11.47,1.80,on,11.44,196,1.000,0.0,0.00,0.00,2009,1,4.50,11.37,90,102,3.20,203,3012,344.69,1.000,100.0,48.63,0
2.764,6.25,2.34,11.46,24,84.3,14.36,5.97,11.45,1.81,on,11.40,196,1.000,0.0,0.00,0.00,1940,1,4.00,12.26,90,102,3.24,203,3025,346.05,1.000,100.0,58.82,0
2.778,6.25,2.34,11.13,24,84.3,14.36,6.19,11.45,1.86,on,11.40,196,1.000,0.0,0.00,0.00,1967,1,4.00,12.26,90,102,3.24,203,3051,345.34,1.000,100.0,58.82,0
2.791,6.25,2.34,11.03,24,84.3,14.36,6.26,11.43,1.90,on,11.40,196,1.000,0.0,0.00,0.00,1895,1,4.00,12.26,90,102,3.24,203,3076,344.58,1.000,100.0,58.82,0
2.821,3.12,0.78,10.83,25,83.9,14.36,6.52,11.43,1.95,on,11.40,196,1.000,0.0,0.00,0.00,1903,1,3.00,12.47,90,102,3.30,203,3094,343.83,1.000,100.0,59.22,0
2.834,3.12,0.78,10.83,25,83.9,14.36,6.93,11.41,1.94,on,11.40,196,1.000,0.0,0.00,0.00,1866,1,3.00,12.47,90,102,3.30,203,3106,343.45,1.000,100.0,59.22,0
2.862,0.78,0.00,10.86,25,83.9,14.36,7.03,11.41,1.97,on,11.37,196,1.000,0.0,0.00,0.00,2024,1,2.50,13.31,90,102,3.30,203,3136,342.62,1.000,100.0,57.65,0
2.865,0.78,0.00,10.93,25,83.5,14.36,7.18,11.41,2.00,on,11.37,196,1.000,0.0,0.00,0.00,2018,1,2.50,13.31,90,102,3.30,203,3162,341.45,1.000,100.0,57.65,0
2.880,1.56,-0.78,10.90,26,83.5,14.36,7.34,11.39,2.02,on,11.37,196,1.000,0.0,0.00,0.00,2173,1,2.00,13.53,90,102,3.34,203,3192,339.51,1.000,100.0,56.08,0
2.908,1.56,-0.78,11.05,26,83.1,14.36,7.67,11.39,2.04,on,11.37,196,1.000,0.0,0.00,0.00,2125,1,2.00,13.53,90,102,3.34,203,3223,338.62,1.000,100.0,56.08,0
2.929,1.56,-1.56,10.91,26,83.1,14.36,8.65,11.37,2.07,on,11.33,196,1.000,0.0,0.00,0.00,2077,1,2.00,13.22,90,102,3.46,203,3278,337.25,1.000,100.0,53.33,0
2.942,1.56,-1.56,11.03,26,83.1,14.36,8.97,11.34,2.08,on,11.30,196,1.000,0.0,0.00,0.00,2064,1,2.00,13.22,90,102,3.46,203,3309,336.73,1.000,100.0,53.33,0
2.956,2.34,-0.78,10.92,26,82.7,14.36,9.22,11.31,2.15,on,11.27,196,1.000,0.0,0.00,0.00,2161,1,2.00,13.62,90,102,3.48,203,3361,336.09,1.000,100.0,51.76,0
2.972,2.34,-0.78,11.04,26,82.7,14.36,9.07,11.28,2.17,on,11.27,196,1.000,0.0,0.00,0.00,2144,1,2.00,13.62,90,102,3.48,203,3404,335.60,1.000,100.0,51.76,0
2.987,2.34,-0.78,11.04,26,82.7,14.36,9.11,11.28,2.17,on,11.23,196,1.000,0.0,0.00,0.00,2027,1,2.00,13.62,90,102,3.48,203,3440,334.09,1.000,100.0,51.76,0
3.007,1.56,0.78,10.84,26,82.4,14.36,9.68,11.25,2.20,on,11.20,196,1.000,0.0,0.00,0.00,2198,1,2.00,15.50,90,102,3.52,203,3494,332.75,1.000,100.0,49.80,0
3.021,1.56,0.78,10.59,26,81.6,14.36,10.33,11.19,2.21,on,11.20,196,1.000,0.0,0.00,0.00,2109,1,2.00,15.50,90,102,3.52,203,3543,327.65,1.000,100.0,49.80,0
3.053,-1.56,1.56,10.56,25,80.8,14.36,10.42,11.13,2.20,on,11.17,196,1.000,0.0,0.00,0.00,2236,1,2.00,15.99,90,102,3.56,203,3608,322.02,1.000,100.0,44.31,0
3.066,-1.56,1.56,10.49,25,80.4,14.36,11.18,11.13,2.22,on,11.10,196,1.000,0.0,0.00,0.00,2208,1,2.00,15.99,90,102,3.56,203,3666,316.90,1.000,100.0,44.31,0
3.084,-1.56,2.34,10.42,25,79.6,14.36,11.39,11.13,2.22,on,11.10,196,1.000,0.0,0.00,0.00,2291,1,2.50,16.53,90,102,3.66,203,3725,311.50,1.000,100.0,34.90,0
3.093,-1.56,2.34,10.41,25,79.2,14.36,11.74,11.13,2.25,on,11.10,196,1.000,0.0,0.00,0.00,2216,1,2.50,16.53,90,102,3.66,203,3742,308.94,1.000,100.0,34.90,0
3.122,-1.56,2.34,10.54,25,78.4,14.36,12.12,11.13,2.29,on,11.10,196,1.000,0.0,0.00,0.00,2275,1,2.50,16.53,90,100,3.66,203,3792,305.15,1.000,100.0,34.90,0
3.128,-2.34,3.12,10.48,24,78.0,14.36,11.58,11.13,2.26,on,11.10,196,1.000,0.0,0.00,0.00,2187,1,2.00,17.80,90,100,3.72,203,3823,297.58,1.000,100.0,24.71,0
3.143,-2.34,3.12,10.61,24,76.9,14.36,12.47,11.13,2.30,on,11.10,196,1.000,0.0,0.00,0.00,2106,1,2.00,17.80,90,100,3.72,203,3867,289.36,1.000,100.0,24.71,0
3.156,-1.56,3.91,10.69,23,76.1,14.36,12.33,11.13,2.30,on,11.10,196,1.000,0.0,0.00,0.00,2040,1,2.50,18.23,90,100,3.74,203,3914,285.54,1.000,100.0,9.80,0
3.181,-1.56,3.91,10.78,23,75.7,14.36,13.36,11.13,2.37,on,11.10,196,1.000,0.0,0.00,0.00,2135,1,2.50,18.23,90,100,3.74,203,3936,277.71,1.000,100.0,9.80,0
3.194,-1.56,4.69,10.77,22,75.3,14.36,12.74,11.13,2.39,on,11.10,196,1.000,0.0,0.00,0.00,2137,1,2.00,19.57,90,100,3.82,203,3988,272.14,1.000,84.3,6.67,0
3.211,-1.56,4.69,10.96,22,74.9,14.36,13.70,11.13,2.39,on,11.10,196,1.000,0.0,0.00,0.00,2023,1,2.00,19.57,90,100,3.82,203,4012,270.61,1.000,84.3,6.67,0
3.224,-1.56,4.69,11.07,22,74.9,14.36,13.54,11.13,2.40,on,11.10,196,1.000,0.0,0.00,0.00,2034,1,2.00,19.57,90,100,3.82,203,4072,270.06,1.000,84.3,6.67,0
3.238,0.00,4.69,11.03,20,74.9,14.36,13.10,11.13,2.44,on,11.10,196,1.000,0.0,0.00,0.00,2213,1,2.00,20.12,90,100,3.88,203,4124,268.84,1.000,82.3,6.27,0
3.264,0.00,4.69,11.26,20,74.9,14.36,13.22,11.13,2.47,on,11.10,196,1.000,0.0,0.00,0.00,2129,1,2.00,20.12,90,100,3.88,203,4195,267.18,1.000,82.3,6.27,0
